id,sentence,dataSplit,casename,matched,ruleType
930,피고인에게 동종범죄 전력이 없는 점,train,강제추행,동종,공통_동종범죄
954,동종범죄로 처벌받은 전력이 없는 점,train,강제추행,동종,공통_동종범죄
970,피고인에게 동종 처벌 전력이 없는 점 및 그 밖에 피고인의 나이,train,강제추행,동종,공통_동종범죄
978,피고인이 동종 범죄로 처벌을 받은 전력이 없는 점을 비롯하여 피고인의 나이,train,강제추행,동종,공통_동종범죄
1088,피고인은 동종범죄 처벌 전력이 없고 자신의 잘못을 시인하고 반성하는 점,train,강제추행,동종,공통_동종범죄
1113,피고인이 동종 범죄로 처벌받은 전력이 없다.,train,강제추행,동종,공통_동종범죄
1113,피고인에게 1회의 실형 전과,train,강제추행,전과,공통_동종범죄
1113,4회의 집행유예 전과를 비롯하여 다수의 형사처벌 전력이 있다.,train,강제추행,집행유예,공통_동종범죄
1113,특히 피고인은 대구지방법원에서 2016. 12. 8. 특정범죄가중처벌등에관한법률위반(운전자폭행등)죄로 징역 6개월에 집행유예 2년을 선고받았고,train,강제추행,집행유예,공통_동종범죄
1113,위 집행유예 기간 중인 2017. 6.경 범한 재물손괴죄에 대하여 같은 법원에서 2017. 10. 12. 벌금형의 선처를 받았음에도 다시 이 사건 범행을 저질렀다.,train,강제추행,집행유예,공통_동종범죄
1122,피고인이 종전에 동종 범행으로 처벌받은 전력이 없는 점을 피고인에게 유리한 정상으로 각 참작하고,train,강제추행,동종,공통_동종범죄
1128,피고인에게 동종 전과가 없는 점,train,강제추행,동종,공통_동종범죄
1191,피고인에게 아무런 형사처벌 전력이 없는 점과 이 사건 추행행위의 방법 및 내용,train,강제추행,형사처벌,공통_동종범죄
1191,피고인에게 아무런 형사처벌 전력이 없고,train,강제추행,형사처벌,공통_동종범죄
1506,피고인이 동종의 범죄로 처벌받은 전력은 없는 점 등을 피고인에게 유리한 정상으로 참작하고,train,공무집행방해,동종,공통_동종범죄
1597,피고인에게 다수의 폭력 전과 있는 점,train,공무집행방해,전과,공통_동종범죄
1598,피고인의 동종 범행 전력(2018. 1. 12. 재물손괴죄 벌금 50만 원,train,공무집행방해,동종,공통_동종범죄
1613,벌금형을 초과하여 처벌받은 전력은 없는 점,train,공무집행방해,벌금형,공통_동종범죄
1650,피고인이 약 20년 전 음주운전으로 1회 벌금형을 받은 외에 범죄로 처벌받은 전력은 없다.,train,공무집행방해,벌금형,공통_동종범죄
1664,피고인이 폭력범죄로 처벌받은 전력이 다수 있으나 모두 벌금형으로 처벌받은 것인 점,train,공무집행방해,벌금형,공통_동종범죄
1693,피고인에게 동종 전과가 없는 점 등을 참작하여 벌금형에 처한다.,train,공무집행방해,동종,공통_동종범죄
1735,○ 형법 제37조 후단의 경합범 관계에 있는 전과가 있으므로 양형기준은 적용하지 아니함,train,공무집행방해,전과,공통_동종범죄
1735,이 사건 범행이 누범기간 중에 범한 것인 점에서 피고인에게 비난가능성도 크다.,train,공무집행방해,누범,공통_동종범죄
1735,피고인에게 동종 범죄전력은 없는 점,train,공무집행방해,동종,공통_동종범죄
1736,2018.경 공무집행방해죄로 징역형의 집행유예를 선고 받았음에도 불구하고 다시 이 사건 범행을 저지른 점 등 불리한 정상,train,공무집행방해,집행유예,공통_동종범죄
1755,누범기간 중에 재차 이 사건 범행을 저질러 그 비난가능성이 크다.,train,공무집행방해,누범,공통_동종범죄
1755,범행 후의 정황 등 제반 양형조건을 종합하여 이번에 한하여 피고인을 벌금형으로 선처한다.,train,공무집행방해,벌금형,공통_동종범죄
1859,이 사건 이전에 형사처벌을 받은 전력이 없는 점을 긍정적인 정상으로 참작하고,train,공무집행방해,형사처벌,공통_동종범죄
1941,벌금형을 선택하여 양형기준이 적용되지 않는다.,train,공무집행방해,벌금형,공통_동종범죄
1941,피고인은 성폭력범죄의처벌등에관한특례법위반(통신매체이용음란)죄 등으로 징역 10월에 집행유예 2년을 선고받아 집행유예 기간 중임에도 이 사건 범행을 저질렀다.,train,공무집행방해,집행유예,공통_동종범죄
1941,피고인에게 동종 전과 및 집행유예를 초과하는 전과가 없다.,train,공무집행방해,동종,공통_동종범죄
1954,전과 등 여러 양형요소들을 종합적으로 참작하여 주문과 같이 형을 정한다.,train,공무집행방해,전과,공통_동종범죄
1958,초범인 점 등은 유리한 정상이다.,train,공무집행방해,초범,공통_동종범죄
1988,3. 선고형의 결정 : 징역 6월에 집행유예 1년,train,공무집행방해,집행유예,공통_동종범죄
1988,한편 피고인이 공무집행방해 범행으로 처벌받거나 벌금형을 초과하는 형사처벌을 받은 전력이 없는 점,train,공무집행방해,벌금형,공통_동종범죄
1992,이종 벌금형 2회 외 별다른 형사처벌 전력이 없는 점,train,공무집행방해,벌금형,공통_동종범죄
2000,피고인의 전과를 비롯하여 피고인의 연령,train,공무집행방해,전과,공통_동종범죄
2018,형사처벌을 받은 전력이 없는 점,train,공무집행방해,형사처벌,공통_동종범죄
2106,이 사건 범행은 동종범죄로 인한 집행유예 기간 중 이루어졌다.,train,공무집행방해,동종,공통_동종범죄
2143,집행유예 이상의 전과가 없음,train,공무집행방해,집행유예,공통_동종범죄
2164,집행유예 2년을 선고받고 2020. 9. 16. 그 판결이 확정되어 집행유예 기간 중임에도 불구하고 단 기간 내에 동종 범죄를 재차 저지르는 등 이 사건 범죄의 사안이 무겁고 범행 전후의 정상 역시 좋지 않다.,train,공무집행방해,집행유예,공통_동종범죄
2183,[집행유예 참작사유] 없음,train,공무집행방해,집행유예,공통_동종범죄
2183,벌금형을 초과하는 범죄전과는 없다.,train,공무집행방해,벌금형,공통_동종범죄
2221,피고인에게 동종의 범죄전력이 없는 점,train,공무집행방해,동종,공통_동종범죄
2327,2015년 이종 범행으로 1회 벌금형의 처벌을 받은 외에 처벌받은 전력이 없는 점,train,공무집행방해,벌금형,공통_동종범죄
2331,피고인에게 동종 전과가 있는 점,train,공무집행방해,동종,공통_동종범죄
2339,피고인에게 동종 범죄전력도 있다.,train,공무집행방해,동종,공통_동종범죄
2339,동종 범죄전력이 20년 전의 것인 점은 유리한 정상이다.,train,공무집행방해,동종,공통_동종범죄
2377,○ 불리한 정상 : 2016년도에 공무집행방해죄로 집행유예의 선처를 받았음에도 재차 동종의 범행을 저질렀다.,train,공무집행방해,집행유예,공통_동종범죄
2377,공무집행방해죄 외에는 동종 유사의 다른 범죄전력이 없다.,train,공무집행방해,동종,공통_동종범죄
2404,동종의 범죄전력이 없다.,train,공무집행방해,동종,공통_동종범죄
2451,피고인에게 벌금형을 초과하는 처벌 전력이 없고,train,공무집행방해,벌금형,공통_동종범죄
2470,업무방해죄 등으로 10여 차례 벌금형의 처벌을 받은 전력이 있고,train,공무집행방해,벌금형,공통_동종범죄
2470,2020. 12. 16. 서울남부지방법원에서 공용물건손상죄 등으로 징역 8월에 집행유예 2년을 선고받고 2020. 12. 24. 그 판결이 확정되어 그 집행유예기간 중에 있었다.,train,공무집행방해,집행유예,공통_동종범죄
2501,동종 범행으로 처벌받은 전력도 있고,train,공무집행방해,동종,공통_동종범죄
2566,피고인이 폭력범죄의 전과가 수회 있음에도 공무집행 중인 경찰관을 상대로 다시 폭력행위를 한 이 사건 범행은 사회법질서와 공권력의 확립을 위해 엄벌에 처할 필요가 있다.,train,공무집행방해,전과,공통_동종범죄
2566,폭력전과가 있으나 공무집행방해 범행은 이번이 처음인 점,train,공무집행방해,전과,공통_동종범죄
2568,1회 벌금형을 초과하는 중한 처벌전력이 없는 점 등을 고려하여 이번에 한하여 선처하기로 하고,train,공무집행방해,벌금형,공통_동종범죄
2583,동종 범죄나 벌금형을 초과하는 형으로 처벌받은 전력이 없는 점,train,공무집행방해,동종,공통_동종범죄
2633,형사처벌 전력이 없는 초범인 점,train,공무집행방해,형사처벌,공통_동종범죄
2635,음주운전으로 인한 벌금형 2회의 처벌전력만 있는 점,train,공무집행방해,벌금형,공통_동종범죄
2637,피고인은 벌금형을 초과하여 무겁게 처벌받거나 동종범죄로 처벌받은 전력이 없다.,train,공무집행방해,벌금형,공통_동종범죄
2676,아무런 전과가 없는 점,train,공무집행방해,전과,공통_동종범죄
2679,집행유예 3년,train,공무집행방해,집행유예,공통_동종범죄
2679,○ 피고인은 형사처벌을 받은 전력이 없다.,train,공무집행방해,형사처벌,공통_동종범죄
3085,동종 범죄로 처벌받은 전력이 있는 점 등 기록과 공판과정에 나타난 여러 양형조건들을 종합하여 주문과 같이 형을 정한다.,train,교통사고처리특례법위반(치상),동종,공통_동종범죄
3089,동종 범죄전력 등에 비추어 사안이 무거우나,train,교통사고처리특례법위반(치상),동종,공통_동종범죄
3126,피고인에게 동종전과 및 벌금형을 초과하는 형사처벌을 받은 전력이 없다.,train,교통사고처리특례법위반(치상),동종,공통_동종범죄
3148,금고 8월에 집행유예 2년,train,교통사고처리특례법위반(치상),집행유예,공통_동종범죄
3194,○ 유리한 정상 : 피고인은 전과 없는 초범이다.,train,교통사고처리특례법위반(치상),전과,공통_동종범죄
3203,그럼에도 불구하고 E의 과실의 내용이 교통사고처리특례법 제3조 제2항 단서의 각 호에 해당하지 않아 E은 형사처벌을 면제받게 된 반면,train,교통사고처리특례법위반(치상),형사처벌,공통_동종범죄
3203,사고 기여도가 더 작은 피고인은 과실내용이 교통사고처리특례법 제3조 제2항 단서에 해당하여 형사처벌을 받게 될 상황에 처한 점,train,교통사고처리특례법위반(치상),형사처벌,공통_동종범죄
3263,징역형 이상의 전과가 없다.,train,교통사고처리특례법위반(치상),전과,공통_동종범죄
3312,동종 범죄경력이 없는 점을 긍정적인 정상으로 각 참작하고,train,교통사고처리특례법위반(치상),동종,공통_동종범죄
3317,이종 벌금형 1회(1989년) 이외 별다른 형사처벌 전력이 없는 점 등 참작,train,교통사고처리특례법위반(치상),벌금형,공통_동종범죄
3323,초범이다.,train,교통사고처리특례법위반(치상),초범,공통_동종범죄
3344,피고인이 형사처벌을 받은 전력이 없고,train,교통사고처리특례법위반(치상),형사처벌,공통_동종범죄
3356,피고인이 형사처벌 전력이 없는 초범인 점 등의 유리한 정상과 그 밖에 피고인의 나이,train,교통사고처리특례법위반(치상),형사처벌,공통_동종범죄
3420,피고인은 형사처벌을 받은 전력이 없는 점,train,교통사고처리특례법위반(치상),형사처벌,공통_동종범죄
3605,피고인이 초범인 주부인 점,train,교통사고처리특례법위반(치상),초범,공통_동종범죄
3635,동종범행으로 인한 누범기간 중에 또다시 이 사건 범행을 저지른 점 등은 피고인에게 불리한 정상이다.,train,교통사고처리특례법위반(치상),동종,공통_동종범죄
3732,초범인 점 등과 그 밖에 피고인의 연령,train,교통사고처리특례법위반(치상),초범,공통_동종범죄
3794,위 벌금형 외에 달리 처벌 받은 전력 없는 점,train,교통사고처리특례법위반(치상),벌금형,공통_동종범죄
3807,피고인의 전과 관계(벌금형 1회),train,교통사고처리특례법위반(치상),전과,공통_동종범죄
3912,3. 선고형의 결정 : 금고 6개월 및 집행유예 2년,train,교통사고처리특례법위반(치상),집행유예,공통_동종범죄
3912,피고인은 벌금형을 초과하는 형사처벌을 받은 전력도 없다.,train,교통사고처리특례법위반(치상),벌금형,공통_동종범죄
4051,1회 벌금형을 초과하는 중한 처벌전력이 없는 점 등을 고려해서 이번에 한 해 선처하기로 하되,train,교통사고처리특례법위반(치상),벌금형,공통_동종범죄
4069,피고인은 버스 운행 중에 범한 교통사고처리특례법위반죄로 금고 1년에 집행유예 2년을 선고받아 그로 인한 집행유예 기간 중이었음에도 또다시 이 사건 범행을 저질렀다.,train,교통사고처리특례법위반(치상),집행유예,공통_동종범죄
4070,피고인이 2020. 11. 13. 준강간미수죄 등으로 징역 2년에 집행유예 4년을 선고받고 2020. 11. 21. 그 판결이 확정되어 집행유예기간 중에 있었음에도 자숙하지 않고 이 사건 범행을 저지른 점 등을 고려하면 피고인의 죄책이 결코 가볍지 않다.,train,교통사고처리특례법위반(치상),집행유예,공통_동종범죄
4070,피고인에게 동종 전과가 없는 점 등의 유리한 정상과 그 밖에 피고인의 나이,train,교통사고처리특례법위반(치상),동종,공통_동종범죄
4106,집행유예 1년,train,교통사고처리특례법위반(치상),집행유예,공통_동종범죄
4120,피고인은 형사처벌 전력이 없는 점,train,교통사고처리특례법위반(치상),형사처벌,공통_동종범죄
6065,한편 피고인이 아무런 범죄전력 없는 초범인 점,train,사기,초범,공통_동종범죄
6237,피고인에게 동종 범죄로 벌금형의 처벌을 받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6323,형사처벌 전력 등 이 사건 변론에 나타난 여러 정상을 종합하여 양형기준상 권고형의 범위 내에서 형을 정하되,train,사기,형사처벌,공통_동종범죄
6325,피고인이 동종범행으로 처벌받은 전력이 있는 점 등을 고려하면,train,사기,동종,공통_동종범죄
6344,또 피고인은 동종 범죄로 처벌받은 전력이 여러 차례 있다.,train,사기,동종,공통_동종범죄
6353,피고인은 동종 범죄로 처벌을 받은 전력이 있다.,train,사기,동종,공통_동종범죄
6357,벌금형을 초과하는 범죄 전력 또는 동종 범죄 전력이 없는 점 및 그 밖에 피고인의 나이,train,사기,벌금형,공통_동종범죄
6374,이 사건 범행 전에는 벌금형을 초과하는 형사처벌 전력이 없는 점 등의 유리한 정상과 그 밖에 피고인의 연령,train,사기,벌금형,공통_동종범죄
6390,동종 범죄로 처벌받은 전력이 있는 점,train,사기,동종,공통_동종범죄
6390,집행유예를 초과하여 처벌받은 전력은 없는 점 등을 비롯하여,train,사기,집행유예,공통_동종범죄
6470,피고인에게 실형 전과를 포함하여 동종 범죄로 처벌받은 전력이 여러 차례 있다.,train,사기,전과,공통_동종범죄
6471,초범인 점,train,사기,초범,공통_동종범죄
6522,피고인에게 동종 전력이나 벌금형보다 무겁게 형사처벌을 받은 전력은 없다.,train,사기,동종,공통_동종범죄
6607,동종 범행으로 형사처벌 받은 전력은 없다.,train,사기,동종,공통_동종범죄
6614,3. 선고형의 결정: 징역 5개월 및 집행유예,train,사기,집행유예,공통_동종범죄
6635,피고인에게 3회의 이종 벌금 전과만 있는 점,train,사기,전과,공통_동종범죄
6655,다른 피해자들을 상대로 동종 범죄를 저질러 처벌받은 전력이 있는 점을 고려하면,train,사기,동종,공통_동종범죄
6655,비록 피고인이 집행유예 이상의 처벌 전력이 없는 점,train,사기,집행유예,공통_동종범죄
6713,3. 선고형의 결정: 징역 8월의 집행유예 2년,train,사기,집행유예,공통_동종범죄
6713,벌금형을 넘는 전과는 없는 점은 유리한 정상으로 참작한다.,train,사기,벌금형,공통_동종범죄
6730,그 중 2회는 징역형의 집행유예 처벌을 받은 것인데,train,사기,집행유예,공통_동종범죄
6730,그 각 집행유예 처벌을 받은 이후에도 피해자로부터 계속하여 상품권을 공급받아 돌려막기를 해온 것으로 보인다.,train,사기,집행유예,공통_동종범죄
6750,피고인은 2016. 9. 22. 춘천지방법원에서 사기죄로 징역 1년 4월을 선고받고(증거기록 제357쪽 참조) 2017. 8. 25. 그 형의 집행을 종료한 뒤(증거기록 제383쪽 참조) 3년의 누범에 해당할 수 있는 기간 내에 이 사건 범행을 다시 한 점,train,사기,누범,공통_동종범죄
6750,사기 범행을 저질러 형사처벌을 받은 전력이 5회에 달하는 점(증거기록 제386쪽 참조),train,사기,형사처벌,공통_동종범죄
6859,○ 불리한 정상: 피고인은 수회 동종범죄로 처벌받은 전력이 있음에도 불구하고 누범기간 중에 자중하지 아니하고 또다시 이 사건 각 범행을 저지른 점,train,사기,동종,공통_동종범죄
6877,벌금형 이외에 동종전과는 없는 점,train,사기,벌금형,공통_동종범죄
6880,피고인이 처벌받은 전력이 19회에 이르고 그중에는 4회의 실형전과도 포함되어 있는 점 등의 사정을 고려하면 실형의 선고가 불가피하다고 보여 양형기준에 따른 권고형의 범위 내에서 징역 1년을 선고한다.,train,사기,전과,공통_동종범죄
6898,피고인은 동종 집행유예 및 벌금형 전과가 각 1회 있는 점,train,사기,동종,공통_동종범죄
6900,전과,train,사기,전과,공통_동종범죄
6902,판시 각 전과범죄와 동시에 판결할 경우와의 형의 균형,train,사기,전과,공통_동종범죄
6910,피고인에게 형사처벌을 받은 전력이 없는 점 등,train,사기,형사처벌,공통_동종범죄
6914,피고인은 초범으로 잘못을 인정하며 반성하고 있다.,train,사기,초범,공통_동종범죄
6952,피고인에게는 2009년 교통범죄로 1회 벌금형을 받은 것 외에 다른 처벌전력이 없는 점 등은 유리한 정상으로 참작하고,train,사기,벌금형,공통_동종범죄
6996,피고인에게 동종 벌금형 전력이 1회 있기는 하나 벌금형을 초과하는 범죄전력이 없다.,train,사기,동종,공통_동종범죄
6998,전과관계 등을 아울러 참작해 주문과 같이 형을 정한다.,train,사기,전과,공통_동종범죄
7056,동종 범죄로 여러 차례 처벌을 받은 전력이 있고,train,사기,동종,공통_동종범죄
7056,누범기간에 동종 범행으로 기소되어 재판이 진행되고 있었음에도 범행을 반복하여,train,사기,누범,공통_동종범죄
7091,피고인에게 사기 범행으로 인한 징역형의 집행유예 전과가 있는 점,train,사기,집행유예,공통_동종범죄
7524,피고인에게는 집행유예 등 동종전력이 있고,train,상해,집행유예,공통_동종범죄
7524,더구나 이 사건 범행은 집행유예 기간 중에 저지른 것이어서 비난가능성이 크다.,train,상해,집행유예,공통_동종범죄
7698,○ 피고인은 수감 중에 폭력을 행사한 사실로 형사처벌을 받은 바 있음에도 재차 수감 중에 같은 방을 사용하던 피해자에게 폭력을 행사한 것으로 죄질이 좋지 않다.,train,상해,형사처벌,공통_동종범죄
7738,피고인은 아무런 범죄전력이 없는 초범인 점 등을 유리한 정상으로 참작하고,train,상해,초범,공통_동종범죄
7747,- 주요긍정사유: 형사처벌 전력 없음,train,상해,형사처벌,공통_동종범죄
7747,피고인이 잘못을 인정하며 반성하고 있으며 형사처벌 전력이 없는 점 등을 고려하여 형의 집행을 유예하되,train,상해,형사처벌,공통_동종범죄
7747,최근 동종범행으로 기소유예처분을 받은 전력이 있으므로 보호관찰 및 사회봉사명령을 부가하기로 하여 주문과 같이 판결한다.,train,상해,동종,공통_동종범죄
7838,폭력 범죄로 실형을 포함한 다수 전과 있으면서 재범한 점,train,상해,전과,공통_동종범죄
7838,집행유예 기간 중 자중하지 아니하고 범행한 점 등 제반 양형조건 참작하여 주문과 같이 판결한다.,train,상해,집행유예,공통_동종범죄
7920,피고인은 2011. 경 상해죄로 벌금 200만 원 받은 전력 있고 그 외에 다른 폭력 전과는 없는 점,train,상해,전과,공통_동종범죄
7932,피고인이 아무런 처벌전력이 없는 초범이고,train,상해,초범,공통_동종범죄
8043,피고인에게 2회의 이종 벌금 전과만 있는 점,train,상해,전과,공통_동종범죄
8107,벌금형을 초과하는 전과 및 폭력전과가 없는 점,train,상해,벌금형,공통_동종범죄
8227,피고인에게 벌금형을 초과하는 전과는 없는 점,train,상해,벌금형,공통_동종범죄
8247,벌금형을 초과하는 범죄전력이 없는 점 등은 유리한 정상으로 참작하고,train,상해,벌금형,공통_동종범죄
8309,과거에도 다수의 폭력 전과가 있었다.,train,상해,전과,공통_동종범죄
8309,동종 전과는 16년 전에 발생한 것인 점 등의 유리한 정상을 참작하여 형의 집행을 유예하기로 하고,train,상해,동종,공통_동종범죄
8370,3. 선고형의 결정 : 징역 8월의 집행유예 2년,train,상해,집행유예,공통_동종범죄
8423,피해자가 처벌을 원하지 않는 등의 유리한 정상이 있으나 피고인이 계속 동종의 폭력을 반복적으로 행사하여 왔다는 점에서 그에 상응하는 처벌을 받아야 한다.,train,상해,동종,공통_동종범죄
8472,폭행죄 등으로 소년보호처분을 받은 전력이 있을 뿐만 아니라 폭력행위등처벌에관한법률위반(집단·흉기등상해)죄로 징역 2년에 집행유예 3년의 형사처벌을 받은 전력이 있다.,train,상해,집행유예,공통_동종범죄
8472,피고인은 누범기간 중에 있음에도 자중하지 않고 이 사건 범행을 저질렀다.,train,상해,누범,공통_동종범죄
8643,범죄전력이 많고 유사한 폭력 전과가 여러 번 있는 점 등은 불리한 정상이나,train,상해,전과,공통_동종범죄
9017,이 사건 범행은 특수협박죄로 인한 집행유예 기간 중 범행이고,train,폭행,집행유예,공통_동종범죄
9017,피고인은 이미 위 집행유예 기간 중 재물손괴죄로 벌금형의 약식명령을 받은 전력이 있는데도 술을 마신 상태에서 재차 이 사건 범행을 하였으며,train,폭행,집행유예,공통_동종범죄
9017,피고인에게는 동종 전과도 수회 있다.,train,폭행,동종,공통_동종범죄
9049,피고인은 당시 동종 범죄로 인한 누범 기간 중이었다.,train,폭행,동종,공통_동종범죄
9132,절도죄로 형 집행을 종료한 후 한 달도 지나지 아니한 누범 기간 중에 이 사건 범행을 저질렀다.,train,폭행,누범,공통_동종범죄
9132,전과관계 등 제반 양형조건을 종합하여 주문과 같이 형을 정한다.,train,폭행,전과,공통_동종범죄
9239,피해자와의 다툼으로 피고인에게 2017. 8. 9. 제주지방법원으로부터 상해죄로 징역 4월에 집행유예 1년의 판결을 선고받은 전력이 있는 점 등에 비추어 보면 위 벌금액수가 과다하다고 보이지 아니한다.,train,폭행,집행유예,공통_동종범죄
9425,피고인에게 형사처벌을 받은 전력이 없는 점,train,폭행,형사처벌,공통_동종범죄
9425,경제적 형편 등을 참작하여 주문과 같은 벌금형을 선고하고,train,폭행,벌금형,공통_동종범죄
9473,피고인에게 폭력 범죄로 벌금형의 처벌을 받은 전력이 다수 있으나,train,폭행,벌금형,공통_동종범죄
9507,집행유예 1회를 포함해 10여회에 달한다.,train,폭행,집행유예,공통_동종범죄
9516,피고인이 동종 폭력 전과가 있음에도 누범 기간 중에 이 사건 범행을 저지른 점,train,폭행,동종,공통_동종범죄
9748,벌금형을 초과하는 형사처벌을 받은 전력이 없는 점,train,폭행,벌금형,공통_동종범죄
9748,○ 불리한 양형조건 : 폭력 범죄로 수회 형사처벌을 받은 전력이 있는 점,train,폭행,형사처벌,공통_동종범죄
9773,피고인은 범행 당시 처벌전력이 없는 초범이었던 점,train,폭행,초범,공통_동종범죄
9845,재물손괴죄로 인한 집행유예 기간 중에 자숙하지 않고 범행을 저지른 점(현재는 집행유예 기간이 도과됨) 등,train,폭행,집행유예,공통_동종범죄
9935,피고인에게 이종 벌금전과가 2회 있고 폭력 전과는 없는 점,train,폭행,전과,공통_동종범죄
10028,동종 범죄전력 다수 있음에도 다시 범행한 점,train,폭행,동종,공통_동종범죄
10068,여성 근로자에게 시비를 걸다가 이를 제지하는 동료 두 명에게 순차 폭력을 행사한 것으로 그 죄가 가볍지 않을 뿐 아니라 폭력범죄로 일곱 차례나 형사처벌을 받았음에도 재범한 것이어서 이를 엄히 처벌하지 않을 수 없다.,train,폭행,형사처벌,공통_동종범죄
10075,누범기간 중에 자숙하지 않고 사소한 이유로 피해자를 공격한 점,train,폭행,누범,공통_동종범죄
10075,다행히 피해자가 다치지 않은 점을 참작하여 벌금형을 선택하되,train,폭행,벌금형,공통_동종범죄
1,피고인이 동종 범죄로 처벌받은 전력이 있는 점,train,강제추행,동종,공통_동종범죄
2,벌금형으로 1회 처벌받은 외에 별다른 처벌전력이 없는 점,train,강제추행,벌금형,공통_동종범죄
3,처벌 전력이 없는 초범인 점의 유리한 정상,train,강제추행,초범,공통_동종범죄
4,피고인은 동종 범행으로 처벌받은 전력이 있음에도 다시 이 사건 범행을 저질렀다.,train,강제추행,동종,공통_동종범죄
4,벌금형을 초과하는 범죄전력은 없는 점은 피고인에게 유리한 정상이다.,train,강제추행,벌금형,공통_동종범죄
6,○ 유리한 정상 : 피고인에게 형사처벌을 받은 전력이 없고,train,강제추행,형사처벌,공통_동종범죄
11,음주운전으로 벌금형을 1회 선고받은 외에 다른 범죄전력은 확인되지 않는다.,train,강제추행,벌금형,공통_동종범죄
12,다만 피고인이 초범이고 아직 나이가 어린 점,train,강제추행,초범,공통_동종범죄
13,피고인에게는 동종 또는 벌금형을 초과하는 형사처벌 전력은 없다.,train,강제추행,동종,공통_동종범죄
14,피고인이 이 사건 범행 외에는 아무런 형사처벌 전력이 없는 점을 참작하고,train,강제추행,형사처벌,공통_동종범죄
